,file,shot_id,character,avg_confidence
97,5308226531817199474.mp4,256,Lucas Johnson,0.8003169615837479
98,5308226531817199474.mp4,396,Lucas Johnson,0.8135157127568657
99,5308226531817199474.mp4,403,Lucas Johnson,0.9170805720189495
100,5308226531817199474.mp4,416,Lucas Johnson,0.7410026351568878
101,5308226531817199474.mp4,418,Lucas Johnson,0.8967506528309647
102,5308226531817199474.mp4,477,Lucas Johnson,0.750155759627433
103,5308226531817199474.mp4,479,Lucas Johnson,0.8266791554960831
104,5308226531817199474.mp4,481,Lucas Johnson,0.8126454163996789
105,5308226531817199474.mp4,485,Lucas Johnson,0.900684172598382
106,5308226531817199474.mp4,504,Lucas Johnson,0.9005182817304663
107,5308226531817199474.mp4,558,Lucas Johnson,0.8489921430079544
108,5308226531817199474.mp4,586,Lucas Johnson,0.8559550916345205
109,5308226531817199474.mp4,606,Lucas Johnson,0.8643129067974556
110,5308226531817199474.mp4,654,Lucas Johnson,0.903959351196363
111,5308226531817199474.mp4,656,Lucas Johnson,0.870131789977874
112,5308226531817199474.mp4,658,Lucas Johnson,0.9363704459349426
113,5308226531817199474.mp4,660,Lucas Johnson,0.8639190510566249
114,5308226531817199474.mp4,662,Lucas Johnson,0.8433674462816542
115,5308226531817199474.mp4,664,Lucas Johnson,0.7255216256245057
116,5308226531817199474.mp4,698,Lucas Johnson,0.735165126904318
117,5308226531817199474.mp4,767,Lucas Johnson,0.7117688519165543
118,5308226531817199474.mp4,770,Lucas Johnson,0.8232423278254561
119,5308226531817199474.mp4,778,Lucas Johnson,0.8437274090170198
120,5308226531817199474.mp4,784,Lucas Johnson,0.8313598037022674
121,5308226531817199474.mp4,788,Lucas Johnson,0.9080380242841773
122,5308226531817199474.mp4,789,Lucas Johnson,0.8465952022938023
123,5308226531817199474.mp4,829,Lucas Johnson,0.8437184656574432
124,5308226531817199474.mp4,831,Lucas Johnson,0.7510051771397955
125,5308226531817199474.mp4,837,Lucas Johnson,0.8735246819432216
126,5308226531817199474.mp4,841,Lucas Johnson,0.8076550886289978
127,5308226531817199474.mp4,846,Lucas Johnson,0.8121582207458057
128,5308226531817199474.mp4,847,Lucas Johnson,0.7669678121842457
129,5308226531817199474.mp4,850,Lucas Johnson,0.8200145942088065
130,5308226531817199474.mp4,875,Lucas Johnson,0.803349164902785
131,5308226531817199474.mp4,881,Lucas Johnson,0.7933009939791366
132,5308226531817199474.mp4,996,Lucas Johnson,0.7630476128132099
133,5308226531817199474.mp4,1401,Lucas Johnson,0.9420728520416625
134,5308226531817199474.mp4,1403,Lucas Johnson,0.9051224085854104
135,5308226531817199474.mp4,1407,Lucas Johnson,0.7711661457971862
136,5308226531817199474.mp4,1411,Lucas Johnson,0.8416793143035132
137,5308226531817199474.mp4,1413,Lucas Johnson,0.9134617184510817
138,5308226531817199474.mp4,1544,Lucas Johnson,0.7001673237920932
139,5308226531817199474.mp4,1237,Ricky Butcher,0.7320821657366193
140,5308226531817199474.mp4,71,Zainab Masood,0.7346613376237151
141,5308226531817199474.mp4,161,Zainab Masood,0.7353092768979247
142,5308226531817199474.mp4,872,Zainab Masood,0.7408219520736684
143,5308226531817199474.mp4,1040,Zainab Masood,0.707829308762443
144,5308226531817199474.mp4,1046,Zainab Masood,0.7155165050544608
145,5308226531817199474.mp4,1049,Zainab Masood,0.8447071241532359
146,5308226531817199474.mp4,1258,Zainab Masood,0.7705655211713661
147,5308226531817199474.mp4,1505,Zainab Masood,0.7969641349431886
148,5308226531817199474.mp4,160,Masood Ahmed,0.824719944818951
149,5308226531817199474.mp4,163,Masood Ahmed,0.7802437393128229
150,5308226531817199474.mp4,165,Masood Ahmed,0.8615039212035818
151,5308226531817199474.mp4,218,Masood Ahmed,0.7403935022362531
152,5308226531817199474.mp4,283,Masood Ahmed,0.8641158179114296
153,5308226531817199474.mp4,317,Masood Ahmed,0.712929293439121
154,5308226531817199474.mp4,871,Masood Ahmed,0.7074942774885428
155,5308226531817199474.mp4,887,Masood Ahmed,0.9658908090698098
156,5308226531817199474.mp4,897,Masood Ahmed,0.8038925804902036
157,5308226531817199474.mp4,1040,Masood Ahmed,0.7746192340086373
158,5308226531817199474.mp4,1084,Masood Ahmed,0.9488795805160882
159,5308226531817199474.mp4,1091,Masood Ahmed,0.8291409462772839
160,5308226531817199474.mp4,1096,Masood Ahmed,0.744012750011016
161,5308226531817199474.mp4,1102,Masood Ahmed,0.7761782394774203
162,5308226531817199474.mp4,1104,Masood Ahmed,0.7982730698981624
163,5308226531817199474.mp4,1106,Masood Ahmed,0.88823553902196
164,5308226531817199474.mp4,1114,Masood Ahmed,0.9185866923928604
165,5308226531817199474.mp4,1358,Masood Ahmed,0.7021993334697688
166,5308226531817199474.mp4,1360,Masood Ahmed,0.8537689811077566
167,5308226531817199474.mp4,1364,Masood Ahmed,0.7261287292917723
168,5308226531817199474.mp4,1497,Linda Clarke,0.9235734480073104
169,5308226531817199474.mp4,1657,Linda Clarke,0.7346799293428717
170,5308226531817199474.mp4,967,Pat Evans,0.8064639347914356
171,5308226531817199474.mp4,1005,Pat Evans,0.7656681696218373
172,5308226531817199474.mp4,1144,Pat Evans,0.8608826059949964
173,5308226531817199474.mp4,1146,Pat Evans,0.8398744967076405
174,5308226531817199474.mp4,1148,Pat Evans,0.8429159040973012
175,5308226531817199474.mp4,1150,Pat Evans,0.8549201540941859
176,5308226531817199474.mp4,1154,Pat Evans,0.842443810677791
177,5308226531817199474.mp4,1169,Pat Evans,0.7650121869951062
178,5308226531817199474.mp4,1237,Pat Evans,0.7657422189894191
179,5308226531817199474.mp4,1376,Pat Evans,0.7844541482435541
180,5308226531817199474.mp4,1380,Pat Evans,0.7560866927563237
181,5308226531817199474.mp4,1591,Pat Evans,0.7950586530736555
182,5308226531817199474.mp4,1593,Pat Evans,0.7448340176128112
183,5308226531817199474.mp4,1607,Pat Evans,0.7060124902759372
184,5308226531817199474.mp4,1625,Pat Evans,0.7594840060519635
185,5308226531817199474.mp4,860,Janine Butcher,0.9489075003158681
186,5308226531817199474.mp4,986,Janine Butcher,0.7214295165740578
187,5308226531817199474.mp4,988,Janine Butcher,0.885561542897979
188,5308226531817199474.mp4,1170,Janine Butcher,0.9442842202256482
189,5308226531817199474.mp4,1443,Janine Butcher,0.9016461282805565
190,5308226531817199474.mp4,1583,Janine Butcher,0.8752188788246088
191,5308226531817199474.mp4,1608,Janine Butcher,0.7674969224274091
192,5308226531817199474.mp4,1521,Garry Hobbs,0.7496587048061522
193,5308226531817199474.mp4,1523,Garry Hobbs,0.8269730937151234
194,5308226531817199474.mp4,1524,Garry Hobbs,0.8293688544801459
195,5308226531817199474.mp4,138,Danielle Jones,0.7631512984453059
196,5308226531817199474.mp4,185,Trina Johnson,0.9444832425167754
197,5308226531817199474.mp4,208,Trina Johnson,0.888756519347483
198,5308226531817199474.mp4,210,Trina Johnson,0.7852309100248305
199,5308226531817199474.mp4,212,Trina Johnson,0.931666120847935
200,5308226531817199474.mp4,225,Trina Johnson,0.7894284280027802
201,5308226531817199474.mp4,252,Trina Johnson,0.9022242469377147
202,5308226531817199474.mp4,256,Trina Johnson,0.8328817899920207
203,5308226531817199474.mp4,258,Trina Johnson,0.7069776163244645
204,5308226531817199474.mp4,260,Trina Johnson,0.7999926435103671
205,5308226531817199474.mp4,335,Trina Johnson,0.9328973874088495
206,5308226531817199474.mp4,336,Trina Johnson,0.9607888240977042
207,5308226531817199474.mp4,338,Trina Johnson,0.9333370530325285
208,5308226531817199474.mp4,340,Trina Johnson,0.941007717650634
209,5308226531817199474.mp4,342,Trina Johnson,0.9548982279938425
210,5308226531817199474.mp4,344,Trina Johnson,0.931528732452607
211,5308226531817199474.mp4,346,Trina Johnson,0.7209234449193725
212,5308226531817199474.mp4,348,Trina Johnson,0.9605891617041734
213,5308226531817199474.mp4,350,Trina Johnson,0.9710116877898493
214,5308226531817199474.mp4,1463,Phil Mitchell,0.8346653284667566
215,5308226531817199474.mp4,1655,Phil Mitchell,0.9011023038024067
216,5308226531817199474.mp4,1666,Phil Mitchell,0.7492732188417293
217,5308226531817199474.mp4,20,Denise Wicks,0.7438334649734641
218,5308226531817199474.mp4,51,Denise Wicks,0.7972465833423769
219,5308226531817199474.mp4,246,Denise Wicks,0.718444452707023
220,5308226531817199474.mp4,1197,Denise Wicks,0.7195672437480854
221,5308226531817199474.mp4,905,Billy Mitchell,0.7348337765453677
222,5308226531817199474.mp4,15,Patrick Trueman,0.8830545312891126
223,5308226531817199474.mp4,271,Patrick Trueman,0.9505401092766564
224,5308226531817199474.mp4,273,Patrick Trueman,0.7030757524940396
225,5308226531817199474.mp4,341,Patrick Trueman,0.8784912245351961
226,5308226531817199474.mp4,349,Patrick Trueman,0.8781540122823625
227,5308226531817199474.mp4,353,Patrick Trueman,0.8393469688515492
228,5308226531817199474.mp4,713,Patrick Trueman,0.9002032761645831
229,5308226531817199474.mp4,719,Patrick Trueman,0.8335710427171453
230,5308226531817199474.mp4,723,Patrick Trueman,0.9429460333293281
231,5308226531817199474.mp4,730,Patrick Trueman,0.9224031802182658
232,5308226531817199474.mp4,739,Patrick Trueman,0.7129656269921664
233,5308226531817199474.mp4,742,Patrick Trueman,0.8244170761623263
234,5308226531817199474.mp4,744,Patrick Trueman,0.7215679128201401
235,5308226531817199474.mp4,769,Patrick Trueman,0.7848568569084639
236,5308226531817199474.mp4,771,Patrick Trueman,0.7909020770599337
237,5308226531817199474.mp4,820,Patrick Trueman,0.9015398678011691
238,5308226531817199474.mp4,822,Patrick Trueman,0.8667248191917288
239,5308226531817199474.mp4,834,Patrick Trueman,0.9243260915254449
240,5308226531817199474.mp4,849,Patrick Trueman,0.7383994478476681
241,5308226531817199474.mp4,991,Patrick Trueman,0.7351187172749397
242,5308226531817199474.mp4,1404,Patrick Trueman,0.909544416455314
243,5308226531817199474.mp4,1410,Patrick Trueman,0.8742692179449382
244,5308226531817199474.mp4,1414,Patrick Trueman,0.8321789763751589
245,5308226531817199474.mp4,1676,Patrick Trueman,0.8392088645712933
246,5308226531817199474.mp4,1679,Patrick Trueman,0.8360073184487158
247,5308226531817199474.mp4,1682,Patrick Trueman,0.8878615350760096
248,5271844722846213628.mp4,363,Tony King,0.7555321409706827
249,5271844722846213628.mp4,1938,Tony King,0.8448562617303185
250,5271844722846213628.mp4,1950,Tony King,0.7918630005318992
251,5271844722846213628.mp4,1955,Tony King,0.8317931561790654
252,5271844722846213628.mp4,2006,Tony King,0.8371487971008166
253,5271844722846213628.mp4,22,Archie Mitchell,0.8604556333527068
254,5271844722846213628.mp4,383,Archie Mitchell,0.9670433550873153
255,5271844722846213628.mp4,432,Archie Mitchell,0.7815199991409999
256,5271844722846213628.mp4,445,Archie Mitchell,0.905482507766948
257,5271844722846213628.mp4,606,Archie Mitchell,0.802321858749261
258,5271844722846213628.mp4,612,Archie Mitchell,0.7681210585597493
259,5271844722846213628.mp4,616,Archie Mitchell,0.873984561042182
260,5271844722846213628.mp4,781,Archie Mitchell,0.8437366840576906
261,5271844722846213628.mp4,796,Archie Mitchell,0.7832953433190158
262,5271844722846213628.mp4,83,Shirley Carter,0.7093814733033562
263,5271844722846213628.mp4,112,Shirley Carter,0.7020388503496334
264,5271844722846213628.mp4,651,Shirley Carter,0.7119503177594718
265,5271844722846213628.mp4,1253,Shirley Carter,0.7763968439083963
266,5271844722846213628.mp4,1340,Shirley Carter,0.7587679113971935
267,5271844722846213628.mp4,1344,Shirley Carter,0.7173267047735489
268,5271844722846213628.mp4,1346,Shirley Carter,0.7139790408430283
269,5271844722846213628.mp4,1356,Shirley Carter,0.7797872106680138
270,5271844722846213628.mp4,1490,Shirley Carter,0.845071748355055
271,5271844722846213628.mp4,1536,Shirley Carter,0.8629910793239431
272,5271844722846213628.mp4,1841,Shirley Carter,0.7478727409698874
273,5271844722846213628.mp4,1887,Shirley Carter,0.8257207690153913
274,5271844722846213628.mp4,1927,Shirley Carter,0.8297168969613987
275,5271844722846213628.mp4,97,Heather Peterson,0.7633222115836856
276,5271844722846213628.mp4,356,Heather Peterson,0.7987020868481346
277,5271844722846213628.mp4,425,Heather Peterson,0.853583058435344
278,5271844722846213628.mp4,1301,Olive Woodhouse,0.7059356885088909
279,5271844722846213628.mp4,676,Ronnie Mitchell,0.8150652608595718
280,5271844722846213628.mp4,1540,Ronnie Mitchell,0.8038562659704063
281,5271844722846213628.mp4,125,Linda Clarke,0.7742975806128137
282,5271844722846213628.mp4,172,Linda Clarke,0.9322402404860702
283,5271844722846213628.mp4,258,Linda Clarke,0.9114106352712245
284,5271844722846213628.mp4,270,Linda Clarke,0.7040193891038341
285,5271844722846213628.mp4,483,Linda Clarke,0.7562701516834789
286,5271844722846213628.mp4,485,Linda Clarke,0.7030191502189407
287,5271844722846213628.mp4,579,Linda Clarke,0.9541339679963422
288,5271844722846213628.mp4,656,Linda Clarke,0.8232127772698786
289,5271844722846213628.mp4,660,Linda Clarke,0.7030030712818943
290,5271844722846213628.mp4,668,Linda Clarke,0.9550002098804161
291,5271844722846213628.mp4,881,Linda Clarke,0.8160302921117069
292,5271844722846213628.mp4,883,Linda Clarke,0.9821341707980027
293,5271844722846213628.mp4,949,Linda Clarke,0.7532336933053295
294,5271844722846213628.mp4,1387,Linda Clarke,0.9443857021911565
295,5271844722846213628.mp4,1391,Linda Clarke,0.8723790538800814
296,5271844722846213628.mp4,1393,Linda Clarke,0.7834941613786968
297,5271844722846213628.mp4,1401,Linda Clarke,0.9316008478650256
298,5271844722846213628.mp4,1515,Linda Clarke,0.768954026544709
299,5271844722846213628.mp4,1517,Linda Clarke,0.7757688472586105
300,5271844722846213628.mp4,1521,Linda Clarke,0.8321831484099772
301,5271844722846213628.mp4,1527,Linda Clarke,0.995121372472963
302,5271844722846213628.mp4,1636,Linda Clarke,0.712164369715317
303,5271844722846213628.mp4,1638,Linda Clarke,0.7219444556999884
304,5271844722846213628.mp4,1640,Linda Clarke,0.8965131842763886
305,5271844722846213628.mp4,1643,Linda Clarke,0.975592297607653
306,5271844722846213628.mp4,1703,Linda Clarke,0.8963293256444232
307,5271844722846213628.mp4,1799,Linda Clarke,0.7673444948645115
308,5271844722846213628.mp4,228,Morgan Jackson-King,0.7988505608562333
309,5271844722846213628.mp4,317,Ben Mitchell,0.8001655968240177
310,5271844722846213628.mp4,155,Phil Mitchell,0.901120719430942
311,5271844722846213628.mp4,1663,Phil Mitchell,0.8354916076231004
312,5271844722846213628.mp4,1926,Phil Mitchell,0.9263345184808527
313,5271844722846213628.mp4,814,Callum Monks,0.7283820704250815
314,5271844722846213628.mp4,855,Callum Monks,0.7558459741489729
315,5271844722846213628.mp4,1169,Callum Monks,0.7547116999619874
316,5271844722846213628.mp4,855,Vinnie Monks,0.7024372139626336
317,5271844722846213628.mp4,1482,Vinnie Monks,0.726990175329965
318,5271844722846213628.mp4,1485,Vinnie Monks,0.9237457398314887
319,5253646087419594905.mp4,427,Tanya Branning,0.7111593755591774
320,5253646087419594905.mp4,727,Tanya Branning,0.8282146139187051
321,5253646087419594905.mp4,53,Tony King,0.738422537182529
322,5253646087419594905.mp4,110,Tony King,0.7303956270021481
323,5253646087419594905.mp4,237,Tony King,0.7131575240184267
324,5253646087419594905.mp4,241,Tony King,0.8003954392544405
325,5253646087419594905.mp4,268,Tony King,0.8224664351077998
326,5253646087419594905.mp4,289,Tony King,0.7428540072050415
327,5253646087419594905.mp4,295,Tony King,0.9305163600306944
328,5253646087419594905.mp4,599,Tony King,0.808585291651254
329,5253646087419594905.mp4,1524,Tony King,0.7135752007605377
330,5253646087419594905.mp4,1563,Tony King,0.7205685360733974
331,5253646087419594905.mp4,1570,Tony King,0.705548354856974
332,5253646087419594905.mp4,1771,Tony King,0.8546065509456441
333,5253646087419594905.mp4,1804,Tony King,0.8806529329111225
334,5253646087419594905.mp4,1992,Tony King,0.92148982152568
335,5253646087419594905.mp4,134,Archie Mitchell,0.8970848371629526
336,5253646087419594905.mp4,158,Archie Mitchell,0.9229716225713026
337,5253646087419594905.mp4,181,Archie Mitchell,0.895176616584692
338,5253646087419594905.mp4,185,Archie Mitchell,0.9326597627166385
339,5253646087419594905.mp4,378,Archie Mitchell,0.7900211743710929
340,5253646087419594905.mp4,932,Archie Mitchell,0.7921181740634101
341,5253646087419594905.mp4,964,Archie Mitchell,0.8371678085756598
342,5253646087419594905.mp4,965,Archie Mitchell,0.8279112030416521
343,5253646087419594905.mp4,1695,Lucas Johnson,0.8060045712937889
344,5253646087419594905.mp4,248,Pat Evans,0.831012757278751
345,5253646087419594905.mp4,394,Pat Evans,0.8429331483229889
346,5253646087419594905.mp4,395,Pat Evans,0.8079682059423696
347,5253646087419594905.mp4,928,Pat Evans,0.800559269091825
348,5253646087419594905.mp4,932,Pat Evans,0.7757515043728819
349,5253646087419594905.mp4,100,Danielle Jones,0.7032729678372861
350,5253646087419594905.mp4,949,Yolande Trueman,0.7361102524699513
351,5253646087419594905.mp4,951,Yolande Trueman,0.7595483404409631
352,5253646087419594905.mp4,1116,Yolande Trueman,0.7310063839483315
353,5253646087419594905.mp4,1181,Yolande Trueman,0.721399631501395
354,5253646087419594905.mp4,1713,Yolande Trueman,0.8441635482099983
355,5253646087419594905.mp4,1719,Yolande Trueman,0.7634709025373564
356,5253646087419594905.mp4,1202,Jean Slater,0.79696643344451
357,5253646087419594905.mp4,1209,Jean Slater,0.7936646336446292
358,5253646087419594905.mp4,1260,Jean Slater,0.7613655132760392
359,5253646087419594905.mp4,272,Callum Monks,0.7225998157607766
360,5253646087419594905.mp4,274,Callum Monks,0.8980459795418475
361,5253646087419594905.mp4,276,Callum Monks,0.8805166926957542
362,5253646087419594905.mp4,280,Callum Monks,0.7614779824961038
363,5253646087419594905.mp4,549,Callum Monks,0.7103825384466331
364,5253646087419594905.mp4,551,Callum Monks,0.7929167686334914
365,5253646087419594905.mp4,553,Callum Monks,0.7527380211966804
366,5253646087419594905.mp4,857,Callum Monks,0.7299420357280219
367,5253646087419594905.mp4,1328,Callum Monks,0.7023141872626258
368,5253646087419594905.mp4,1198,Charlie Slater,0.9145887820275657
369,5253646087419594905.mp4,646,Patrick Trueman,0.7444797737348208
370,5253646087419594905.mp4,652,Patrick Trueman,0.9128461749180011
371,5253646087419594905.mp4,1114,Patrick Trueman,0.8418250145762105
372,5253646087419594905.mp4,1182,Patrick Trueman,0.7286432531205467
373,5253646087419594905.mp4,1365,Patrick Trueman,0.8243890904314847
374,5253646087419594905.mp4,1369,Patrick Trueman,0.7975230120099196
375,5253646087419594905.mp4,1371,Patrick Trueman,0.8524613176900422
376,5253646087419594905.mp4,1895,Patrick Trueman,0.7360635665147505
377,5253646087419594905.mp4,1897,Patrick Trueman,0.8606070118998658
378,5253646087419594905.mp4,1940,Patrick Trueman,0.793638929465601
379,5253646087419594905.mp4,1943,Patrick Trueman,0.7412647947604091
380,5253646087419594905.mp4,1967,Patrick Trueman,0.7315397634739126
381,5253646087419594905.mp4,1980,Patrick Trueman,0.7526065491727567
382,5318609185758554501.mp4,301,Tanya Branning,0.719768541604577
383,5318609185758554501.mp4,372,Tanya Branning,0.7496043247761436
384,5318609185758554501.mp4,377,Tanya Branning,0.7262887294684548
385,5318609185758554501.mp4,33,Archie Mitchell,0.7924911205050645
386,5318609185758554501.mp4,39,Archie Mitchell,0.7891459183900352
387,5318609185758554501.mp4,41,Archie Mitchell,0.9179986053544109
388,5318609185758554501.mp4,43,Archie Mitchell,0.9039625703064355
389,5318609185758554501.mp4,45,Archie Mitchell,0.8053609276974059
390,5318609185758554501.mp4,47,Archie Mitchell,0.9328856516722848
391,5318609185758554501.mp4,78,Archie Mitchell,0.8842755284346938
392,5318609185758554501.mp4,158,Archie Mitchell,0.8801546129836001
393,5318609185758554501.mp4,162,Archie Mitchell,0.872766108693852
394,5318609185758554501.mp4,201,Archie Mitchell,0.7579357715827947
395,5318609185758554501.mp4,209,Archie Mitchell,0.9140072684357898
396,5318609185758554501.mp4,211,Archie Mitchell,0.7599026225017856
397,5318609185758554501.mp4,258,Archie Mitchell,0.8662406164685015
398,5318609185758554501.mp4,259,Archie Mitchell,0.802415046505451
399,5318609185758554501.mp4,279,Archie Mitchell,0.931684506052817
400,5318609185758554501.mp4,449,Archie Mitchell,0.703888656807364
401,5318609185758554501.mp4,491,Archie Mitchell,0.8836724934697077
402,5318609185758554501.mp4,558,Archie Mitchell,0.7153681802181572
403,5318609185758554501.mp4,594,Archie Mitchell,0.8739968292390342
404,5318609185758554501.mp4,597,Archie Mitchell,0.9024791864886126
405,5318609185758554501.mp4,599,Archie Mitchell,0.8981790749943926
406,5318609185758554501.mp4,604,Archie Mitchell,0.8243291600136992
407,5318609185758554501.mp4,605,Archie Mitchell,0.7399114051563446
408,5318609185758554501.mp4,1031,Archie Mitchell,0.7598703074967359
409,5318609185758554501.mp4,1036,Archie Mitchell,0.7053095396019754
410,5318609185758554501.mp4,1038,Archie Mitchell,0.8408808572118921
411,5318609185758554501.mp4,1040,Archie Mitchell,0.7268951669783262
412,5318609185758554501.mp4,1041,Archie Mitchell,0.8239874986579571
413,5318609185758554501.mp4,1044,Archie Mitchell,0.8921995076786514
414,5318609185758554501.mp4,1046,Archie Mitchell,0.8047790397410602
415,5318609185758554501.mp4,1050,Archie Mitchell,0.8641948833052905
