,transcript,filename,unique_id,begin,end,extramarital affair,get divorced,illegitimate child,institutionalized for emotional problem,serious accident,murdered,attempt suicide,blackmailed,unfaithful spouse,abortion,score_max
68,Has to go and ruin  a perfectly pleasant evening.,5245830105934359183,1002_5245830105934359183,00:54:32:16,00:54:38:03,0.9525839622035016,3.7102835584788902,1.0717604771632665,0.46335699677052117,0.9673964993298976,15.004469617033713,0.40658793517343556,0.8122421086625434,1.0181652359152695,1.555998495582345,15.004469617033713
73,Nothing I can do to stop him. ,5264050645694159353,1869_5264050645694159353,01:40:19:21,01:40:24:14,1.3408611221078446,0.5005353158789423,1.3794763779789687,0.5051902280441863,1.217116446285235,14.616568538021887,1.882851994750489,0.23558797274415014,1.4677620258174733,2.448515298253072,14.616568538021887
79,"How else would she take it?  What should I do?  Tell her to lie down, play dead?",5248439298566680341,906_5248439298566680341,00:46:49:12,00:46:51:16,0.7940633574503749,-0.022115219833552992,1.4014737912788977,-0.172597940946066,1.9442635928960328,1.774140679212915,14.24795884807694,4.750796872577698,0.4014370174060038,1.4372102854385482,14.24795884807694
80,"What?  It don't matter now, does it? Cos it ain't gonna happen. You know, that gun was my last  chance to get my family back.",5251033029316736209,820_5251033029316736209,00:40:43:16,00:40:51:02,-0.08319032712305327,2.7316299297461315,3.5819438618625776,-0.0520577862295115,1.685921694541171,9.502474053587683,14.194777799002111,3.3490938945207134,0.891096662985536,0.07430584087795225,14.194777799002111
88,"Getting this...  Tan, if you want to petition  for a divorce, then... ..then OK.  OK?  Yeah. What, just like that?  You've come  over here to say it's OK?  That's it?",5245830105934359183,201_5245830105934359183,00:11:45:23,00:12:06:24,0.3177681397751961,12.9698424449202,0.03957748419309985,0.9262067244439628,-0.04694067938705887,-0.0988097040950197,-0.3778112559270705,1.2992783593776338,0.5041650065786036,-0.3907984989970297,12.9698424449202
101,You know what really breaks  my heart about all this?,5274434588125702436,909_5274434588125702436,00:50:43:17,00:50:46:17,2.3439445767516953,5.186326724143816,6.864709308659519,1.4964768164716158,2.562666395881282,10.267587235065557,2.3509875009178907,0.9015190339231934,1.4896723357343369,11.997749039117775,11.997749039117775
103,"So, you back, then?  It's Jase's funeral tomorrow.  I just  wondered if you'd come with me? Oh...  Thing is, Dawn,  I've got quite a lot on, you know. I can't just drop everything.  Jase never had many friends  round here. I think he'd like you to have come.  Especially seeing as you were  with him that night.",5256228221757951173,423_5256228221757951173,00:23:57:06,00:24:21:08,0.23146509484917582,-0.1086564918270058,-0.13168845138728388,-0.22855287054767928,1.175345101138807,11.886006075746677,0.2064680219921241,0.7101319531072086,1.0521225177631341,-0.10404610883397436,11.886006075746677
105,Oi!  Scuff those and I'll sue.  Upstairs.,5245830105934359183,52_5245830105934359183,00:02:55:22,00:03:04:04,0.10425699803093676,-0.22513317450962025,-0.12840942090301544,-0.36048153797148685,3.500742068531493,0.9099287215863768,-0.34117288703125137,11.870973461745097,0.08287498282738484,0.0401597455208517,11.870973461745097
109,"Max, if you don't go,  I'll call the police. All right, all right, fine. ",5258818087037440299,1090_5258818087037440299,00:55:25:09,00:55:31:24,-0.1358693734631881,-0.20593129902818136,-0.07272981290726308,1.0589019447836576,0.12053866564176419,0.27619686994483233,1.2310329894546406,11.651455902803699,0.22642477755514318,-0.10004975520039802,11.651455902803699
110,So you're gonna steal Bradley away  from me an' all now? Ignore him. He's my son!,5258818087037440299,991_5258818087037440299,00:49:56:17,00:50:00:10,0.400173525689008,3.616682795233657,0.32130818511243425,0.3361719685310885,0.4442190056573678,1.9583326514611827,0.0941900084375036,11.647815762395284,1.0572524985636387,5.260593343796306,11.647815762395284
119,"..well, I'd give anything for things  to be different, but they ain't, are they? So I'm supposed to believe you're  happy about getting a divorce? No, of course I ain't happy.  I still love you, Tan.  I probably  ain't gonna love anyone else. But I ain't gonna put you and the  girls through all this again, am I? So you're not gonna contest it?  No.  If you want a divorce, then  I'll put my hands up to everything. Tan, I ain't gonna be happy  until you are,",5245830105934359183,202_5245830105934359183,00:12:07:00,00:12:39:05,0.7288523812568466,11.456307935801101,1.024824535853277,1.3881240208126608,0.22536036731848047,0.5204141634601485,0.12484546502041444,2.3655073558235733,1.7343752368169527,-0.1675448314516472,11.456307935801101
122,"IF your brother fired that gun...  No, no, I told you. He did fire that gun.",5264050645694159353,754_5264050645694159353,00:38:07:17,00:38:08:24,-0.34703566929653373,0.0952749252802855,-0.13624967413827446,2.0054646234008646,1.6628443946427711,4.561678553943453,6.043623084673109,11.369643203659901,-0.3966946961398877,0.12268215927757473,11.369643203659901
124,"This isn't right.  I thought you loved pepperoni.  Tan, come on, lighten up. Well, maybe I'm just not  in a very jokey mood tonight. Oh, right, cos my life's just  one big laugh at the moment. Very soon, some judge  will rubber stamp some form and 14 years of marriage,  14 years of us, will be over. And what?  We can't even manage  to sit around the same table, eat a bit of pizza and talk? We fallen that far?  And I got them to put  extra mushrooms on for you.",5258818087037440299,1738_5258818087037440299,01:29:34:20,01:30:13:23,0.657431059723304,11.196927204109386,1.116680118180161,2.08878284953125,0.12794081774498844,7.27147428090764,0.8411946337957991,1.276464411932791,2.521067694725326,0.3714976176496824,11.196927204109386
131,"Yeah, look, I should never  have done that.  I'm sorry.",5274434588125702436,479_5274434588125702436,00:26:55:21,00:27:02:22,3.7571959721400296,4.632074854149624,5.621486555766492,2.3335467744856775,4.08421073235806,2.0177458720775814,7.527744290204301,0.20080320114223688,2.2779966595225383,10.923580644279395,10.923580644279395
139,Is he paying you?  I'll pay  you double to tell the truth.,5274434588125702436,1307_5274434588125702436,01:11:09:15,01:11:12:21,0.15772531475496207,-0.032441781004399234,-0.33322229524158836,0.057939394441298926,0.09762609109108632,-0.1564914890545083,-0.14489993808190696,10.707882545807337,0.06453337156753455,0.11195247540578704,10.707882545807337
142,"Look, if they don't turn up  in ten minutes, I'm not using your agency  any more, all right? You don't like it,  drink somewhere else. Ain't you heard of service with  a smile? I'm not in the mood, Max. What d'you want?",5248439298566680341,1797_5248439298566680341,01:29:31:15,01:29:42:02,-0.45510690726721337,-0.31447698631506005,-0.19332610675738623,-0.020485211141580296,-0.22971149850194086,0.04876562011871373,-0.28872677464754565,10.639054260434781,-0.32592407148763014,-0.28003920334518534,10.639054260434781
150,"If you don't find a good woman soon,  you're gonna be begging. Who says I want a good one? ",5251033029316736209,1212_5251033029316736209,01:02:37:11,01:02:43:13,-0.30526470001401723,-0.3548924650995957,-0.4143688247693982,-0.4309973420443486,-0.2896832033536844,-0.2602083890569937,-0.3748038900576266,10.21278463802156,-0.4469430524145761,-0.2155992247195105,10.21278463802156
154,"I'll lock up, shall I? ",5256228221757951173,548_5256228221757951173,00:32:37:05,00:32:40:08,0.4661569091004128,0.2912585812589759,0.8066691557636974,5.380797198178345,0.5254752669057062,1.3816266716984038,1.0534831174345383,9.952726200174393,0.7289864097849621,0.13646605735583642,9.952726200174393
157,"Why?  Well, cos you wanted to scare me, didn't ya?  I deserved it.",5274434588125702436,860_5274434588125702436,00:47:48:06,00:47:50:03,-0.0014957504563955836,0.18127617741366034,0.7838814065988289,0.7785133677912464,0.3926324439919931,1.9072625535489116,0.4422069871904039,9.867120577073653,1.333549927206658,0.30803906355763455,9.867120577073653
167,"You all right, Bradley?  I suppose you've heard about Jack.  Jack and me.  Yeah.  Yeah, and I don't  believe a word of it. Yeah, well, there's things  you don't know, Bradley. Things you don't understand.  You blame me for everything. I know that. No, no, not everything, Dad.  Just wrecking my marriage. Twice.  That ain't fair.  Callum was all over her.  I warned you. You stuck your nose in  where it wasn't wanted. You're better off without her. You and Stace, you weren't  gonna last. Oh, really? Then how come she's just  told me she's still interested?",5264050645694159353,1218_5264050645694159353,01:02:55:07,01:03:46:21,4.464042828813415,9.44651858450327,5.195237834977256,2.6495696582542103,2.2423349192407107,2.3455609834359112,2.6695922841858692,5.783381626856383,2.970429886436083,2.1796483897779204,9.44651858450327
178,I'll be clocking your every move. ,5245830105934359183,230_5245830105934359183,00:14:06:16,00:14:07:23,0.2937676078227071,-0.12670757242801706,-0.2646558757505978,0.058790717622640584,-0.21063624527274433,0.060865932476254755,0.34955282008291394,9.092414057621227,0.6246238668522482,0.07042323196078881,9.092414057621227
182,"Tony, can I have a word, mate?  What do you think you're playing at?  Encouraging Lauren to lie to me.",5274434588125702436,1264_5274434588125702436,01:09:01:12,01:09:07:03,3.79497606084956,0.012859932479087743,1.2836944316587389,0.7797238722004395,-0.030878117888695798,0.7235444469855493,-0.063543060737597,8.928333067995839,2.992419757609442,0.27088988412811427,8.928333067995839
183,Cos I don't want you to.  I want to humiliate her. ,5269245838135402929,1052_5269245838135402929,01:01:12:05,01:01:16:00,1.5101488377459666,2.518641676303653,5.931359674008771,1.2957955935463028,0.5610333456410803,8.925040045535216,1.5626937256698938,7.732623448730516,2.3047718177284002,4.558192514244136,8.925040045535216
186,"That was between me and Callum.  How'd  you get hold of it? According to him, this was some kind of pay-off.",5253646087419594905,1128_5253646087419594905,01:02:57:22,01:03:03:05,-0.449397344358518,-0.13189970012084937,0.051630325630522,-0.15742177459101597,-0.27250891999224003,0.11369674507494985,-0.1274726368830472,8.819943912812496,-0.15305034951128943,-0.1513205872679011,8.819943912812496
200,"Just make sure it stays that way.  So just cos things don't go your  way, you wash your hands of your responsibilities, do you? Dot, you make it sound like I  ain't tried.  And I have.  I've tried. Then you must try a bit harder.  Cos  that's what parents are for. Sorry. Nothing I can do. ",5258818087037440299,976_5258818087037440299,00:48:43:24,00:48:58:18,-0.4206411109783612,-0.30690408687956305,0.30212077359262673,-0.37134628113480084,-0.10689608731814297,-0.17936800382858328,-0.32144016364100597,8.41029264721563,-0.35892933301665175,-0.25897088377073263,8.41029264721563
203,"I don't think that's a good idea.  Bye, son.  Love you. ",5251033029316736209,1006_5251033029316736209,00:51:47:11,00:51:50:07,1.7738259193314174,1.1416499078279503,6.407911860503452,1.6610409957139518,2.0162472449817277,1.8535317567249414,5.020605625111071,1.6841836489368394,1.0371087710865843,8.362457950574827,8.362457950574827
211,"She don't like me and you  talking, all right? Phil!",5274434588125702436,929_5274434588125702436,00:51:48:23,00:51:50:15,1.0255784645743071,8.115646019110402,1.332738862040736,0.8123478982098044,0.1255801960505583,0.6704321346423804,0.4864980131532204,2.2036565772993426,1.2783778513449866,0.9602027695635016,8.115646019110402
212,"Well, that's different, isn't it?  That's a threat.  After all,  she looks at him the same way she used to look at you. Bradley...  Whereas if she's with me, you can sit there and you can think, ""I could have her.""  ""I could take her off him  just like that."" Is that why you're so upset, Dad?  Because if she's with someone  like him, you can't do that. Bradley, please... Bradley!  Bradley, you don't know what you're  talking about. Just leave me alone.",5253646087419594905,1496_5253646087419594905,01:24:19:05,01:24:52:22,0.26013676501785277,0.8387727113691852,0.6891994333755718,1.112799520434175,0.19485482276289431,0.6160797293356187,0.6198074786278116,8.060219664924169,1.3362466237409716,1.4659060455255923,8.060219664924169
218,I said not now!  Please will you just lay off me?,5248439298566680341,1401_5248439298566680341,01:09:40:08,01:09:43:00,0.25058990416062854,1.4103057192299324,0.08611423345725394,1.5616639437634807,1.3517990702676053,0.7037263895829848,0.6334903410061714,7.893218800523774,1.0113993036569018,0.9416157759234132,7.893218800523774
219,"Get out the car, Max.  Get out the car.  I ain't going anywhere until you take these things off.",5264050645694159353,1371_5264050645694159353,01:12:43:08,01:12:52:14,-0.12184235283715494,0.004314934502443212,0.12239443232454672,0.45060034108483615,2.6947101757320513,2.696590417750821,0.6862322063746653,7.8710249159545285,-0.11704253755009925,0.6974043373232078,7.8710249159545285
227,"Since you made her leave last time,  no.  I haven't heard from her at all.",5258818087037440299,1906_5258818087037440299,01:41:04:04,01:41:07:12,1.1349434763888824,7.66711788099334,0.8382069370300156,0.48063415066691195,1.0049821424771097,3.2243576839150965,3.9246668935762394,1.4440190971621896,2.1874589600578402,1.4008810631658606,7.66711788099334
228,"Oh, I'll catch them all right.  And  I'll break every one of their thieving fingers when I do.",5269245838135402929,656_5269245838135402929,00:36:48:01,00:36:51:14,0.19533504013448974,-0.26114578032507935,-0.06695338108565743,-0.06280059670859366,0.009822788511863006,7.664748100036426,-0.1927999477149628,0.24242163288907342,1.4213717924293994,0.09090171603957428,7.664748100036426
229,"What you gonna get her?  I dunno. What, and it's tomorrow? ",5274434588125702436,231_5274434588125702436,00:12:27:19,00:12:34:21,1.1024406928068897,0.251102503525949,7.652881224928402,0.4817888074098118,0.7474802845125738,3.3896388496863543,0.08767972465543843,0.3817870151897093,2.051948937814052,3.27389672047809,7.652881224928402
234,"She didn't do it, Ronnie, all right?  She couldn't do something like that.",5274434588125702436,1315_5274434588125702436,01:11:30:12,01:11:32:19,0.13540656407807758,3.884322465079392,5.28474757870928,1.3367037177993286,1.8657880839430168,1.922119492053151,7.580048321717588,0.10663504712975837,0.07852577749264007,6.299572090943553,7.580048321717588
253,"Right, so that's  what they call it nowadays? It seems fair.  She can't go skiing.  That's another thing  I don't understand.  Why not? So Jack's organised this.  Oh, Jack? Look, I trust Lauren.  Yeah?  What about him? She'll behave so he'll have to.  I don't approve. I don't care. Tan, I do not approve.  Listen, I will decide what's good for Lauren and what isn't.  Just back off.",5253646087419594905,1857_5253646087419594905,01:43:38:14,01:43:56:15,1.1693186073915112,0.9609556457686291,2.4797441863817125,2.3533689506472153,1.3088044296434576,2.226383295718574,1.7885621937474407,6.795646679991192,0.903218250473303,0.9004021474737436,6.795646679991192
256,but you're the last person  that Bradley'll listen to.,5253646087419594905,327_5253646087419594905,00:18:49:06,00:18:51:08,0.799787268480765,1.82907037391096,1.0998887369237353,3.0084332785132175,1.1826601431218218,6.734828329437325,2.651762293470103,1.7988736356339667,0.6326313847727745,5.381205652121715,6.734828329437325
268,"Oh, unbelievable.  Well, you know, that's my sister for you.",5251033029316736209,1522_5251033029316736209,01:18:02:03,01:18:05:02,3.292234368775362,0.3943250637836843,0.3864290947200924,0.42298770678214886,2.8141671136421533,6.4879637158883945,3.884289375287723,0.9050826694327229,0.5695972590717077,0.25042845544665415,6.4879637158883945
273,"This ain't a day trip to Brighton!  Yeah, I know.",5258818087037440299,2040_5258818087037440299,01:48:00:20,01:48:03:10,-0.02877235440194542,0.38123674057958784,0.882642806454707,1.246586392027375,1.8176173283263797,6.398327134286909,0.5434275988109029,0.30983816963055705,0.22909497158982783,1.1141522137555289,6.398327134286909
285,"You don't need to do that, Pat.  You're our guest. No worries.",5251033029316736209,822_5251033029316736209,00:40:52:22,00:41:05:15,1.6473912604869234,1.8239074826421802,2.9508428944437743,0.291126622525301,0.24731020391196368,0.23535984802715054,6.119777057261929,0.042343875455715836,0.8387419157254579,4.985171393480566,6.119777057261929
296,"Oi, what you playing at?  The big noble speeches, waving the white flag. You think Tanya's stupid enough  to buy that?  Cos she ain't. I just wanted to be honest.",5245830105934359183,209_5245830105934359183,00:13:16:18,00:13:28:19,0.607429504828076,4.469833397232805,2.098402229446603,1.6320862695797023,0.4099229380086956,3.9605841697807977,2.640373985173712,5.9555213812940835,2.0497210076017858,2.047437257417651,5.9555213812940835
298,He forced the gun into my hands. ,5264050645694159353,1860_5264050645694159353,01:39:49:20,01:39:51:18,-0.5317766418412895,-0.34431702698521155,-0.4512383733304594,-0.295736427063775,-0.25550679883942184,5.845957944978095,1.9390221927306541,5.935512178081293,-0.44180965800610694,-0.04802682698613943,5.935512178081293
307,"You scared me half to death.  Well, in future you might wanna  keep them curtains closed. And you mouth shut.",5245830105934359183,1799_5245830105934359183,01:37:34:20,01:37:38:22,2.384721278923126,0.5796610351538033,0.6468938564007584,1.718161755753249,2.317859209452773,1.4969334492986073,2.427397559549308,5.70809520843404,1.7815124858943827,2.132941264725005,5.70809520843404
309,"You go to the school,  talk to the teachers...",5248439298566680341,910_5248439298566680341,00:46:57:10,00:46:59:05,-0.4928478890990795,-0.38202060295386875,0.7543719979657008,5.6844273932428635,-0.2227103170053821,-0.1899698563732233,0.2650536339391935,-0.13903806728659504,-0.24909065062067534,-0.3510466683019385,5.6844273932428635
312,"Hold up.  Just rewind, will ya? ",5264050645694159353,748_5264050645694159353,00:37:53:15,00:37:56:16,1.6007052761496503,1.7110480539199908,1.74371995039073,3.4113797672623414,2.55042343098465,5.636456395221618,3.912120991519527,1.2922660323042168,0.9688860687947571,4.262784378665013,5.636456395221618
327,Mask wouldn't go amiss though.  Word of warning.  You watch your back.  D'you hear me?  Cos I'm coming for you.,5271844722846213628,1927_5271844722846213628,01:46:51:00,01:47:02:06,0.22466136397058623,-0.11778968445868791,0.4465459096094875,-0.3569550408287744,1.102820313773197,2.477123573300709,1.1278590468337808,5.412772117341769,0.7733983632818243,0.15679273758104803,5.412772117341769
328,"Oh, of course it is.  I don't wanna see you get hurt.",5248439298566680341,1123_5248439298566680341,00:57:55:15,00:57:58:07,1.0975760198687674,5.3999845017439805,2.889242059710965,1.2746034433353066,1.5990340050737988,0.2565061835364201,1.642009628108451,2.774689142577526,1.6830975769454701,1.6843784015649625,5.3999845017439805
335,"But not just with you, Tan,  with the girls an' all. You should have seen Lauren's face  when I crashed her campaign night. Do you know the tragic thing?  I know exactly how she felt.",5258818087037440299,1884_5258818087037440299,01:39:09:17,01:39:20:15,1.1888188592206312,-0.06388502761170994,0.15281570504624548,0.16961708216147822,0.13660479692536603,5.335857317542033,0.2677375718626618,0.5142433053810945,2.1528558343346225,0.7621528996493304,5.335857317542033
342,We don't need you worrying.  Especially when they're not your responsibility.,5274434588125702436,173_5274434588125702436,00:09:24:24,00:09:27:02,0.8204062614996923,1.5970314254306615,5.248433979701055,3.108603184217949,1.0137492406084072,0.7856743268971089,1.1068087934159538,-0.22616826041959695,0.5289927417589483,3.6755525534630764,5.248433979701055
343,"Whenever you stick your nose in,  things get worse, not better.",5251033029316736209,1214_5251033029316736209,01:02:49:06,01:02:52:08,1.3568337150514362,2.685246091814656,0.7677827581668097,1.362031092231058,0.8267478441656945,0.9961847255568815,0.9969529912928482,0.2725529007176451,0.7173520812356176,5.239352631294552,5.239352631294552
344,"I'll get the police involved,  won't I?",5274434588125702436,1319_5274434588125702436,01:11:42:15,01:11:44:12,0.6878910500941889,-0.30942076780654776,1.1178926201199668,1.4251234742691712,2.749694878529518,3.2209297029495807,5.2380720412594295,1.1698249797661453,0.3339414942470139,0.25000282772988847,5.2380720412594295
353,"Yeah, he lived here  and got put away for something. See, there you go. Really?",5245830105934359183,868_5245830105934359183,00:47:25:19,00:47:32:06,0.008447662798689987,0.4112236666516806,-0.17429398943062963,5.1695974709746375,0.20403189416801235,1.924229008352994,0.7122561791100107,-0.28123238149615665,0.049312711866493976,-0.23956299546782783,5.1695974709746375
356,I should still be in hospital.  No. You should be in the morgue.,5274434588125702436,1482_5274434588125702436,01:21:59:22,01:22:00:17,-0.5027149491131804,-0.3835388452431006,-0.3981682610935477,5.122249969306152,2.9248272174779353,1.1652702466202836,0.29364569844583105,-0.3747506812055675,-0.34330207766460086,-0.31644067668001025,5.122249969306152
358,"She's been led into sin  by the people round her. Well, look at me.  Good Christian woman,  what happened to your compassion?",5274434588125702436,650_5274434588125702436,00:35:33:02,00:35:38:04,1.1781366001587594,-0.07780869874634029,-0.2762624978900842,-0.3042061085174464,0.048096130544286006,0.5811631665793351,0.7049230164384358,5.116327203195601,0.31179889771574965,3.830763159551207,5.116327203195601
389,I'll take him back.  Give us a few  more minutes together.,5251033029316736209,1004_5251033029316736209,00:51:43:05,00:51:45:12,0.45768302387241944,-0.15479965672130558,1.3875003136979283,0.1769551825287028,1.0460530736785327,-0.13124215894335947,0.3207104546099438,4.766736761559059,1.939688004900463,0.4626084155526645,4.766736761559059
390,"Now, I need to get  a bit of truth out of you.",5274434588125702436,846_5274434588125702436,00:47:05:22,00:47:12:01,1.0796985900795542,1.0164282942344487,0.8239942076180563,0.9870532146381772,0.6524409720513705,0.14605750068198003,1.0884412726973742,4.761923297237988,0.38638413519247605,3.1237033579533,4.761923297237988
392,Not according to Dot.  She says you  need to get your head straight.,5274434588125702436,844_5274434588125702436,00:46:56:20,00:46:59:13,1.6694885223427105,2.231966180804153,3.1728668376256355,0.5638483386708186,2.1466417104483364,0.756618867264426,2.1207943026616496,0.1687580046603379,1.1919620700579665,4.725670314017922,4.725670314017922
393,"Says me.  You?  What do you know? You going off down the pub and  leaving my kids alone in the house? Max, I want you to leave, all right?",5258818087037440299,1078_5258818087037440299,00:54:50:03,00:54:53:09,1.7621330247552613,3.4673487674264116,0.32450837955759176,-0.15020573175377516,-0.00789948391014471,1.4079374239311087,0.3184393300868428,4.7168667633248536,2.9544032389521915,-0.012492213150792558,4.7168667633248536
405,"Not with the two of you stuck here,  parents always around.",5253646087419594905,1910_5253646087419594905,01:46:35:01,01:46:37:18,0.18536309555695465,-0.12050739091823703,-0.3698484489640359,4.589114330607925,0.4590250027516615,-0.07145224141317065,0.2290375810636446,0.8781261683105678,-0.03494126106331946,0.11396266852523643,4.589114330607925
410,We didn't.  But we did on you. ,5264050645694159353,758_5264050645694159353,00:38:15:07,00:38:19:21,0.7416931255685455,1.2071679303793335,1.4500148416617482,1.221199258095797,0.971746632261558,4.5240356882336945,2.184005709797958,3.989439151799516,1.1483079912868195,1.2907027637480346,4.5240356882336945
415,"There a point to this?  The point is,  you've been a naughty boy.",5274434588125702436,1415_5274434588125702436,01:17:19:05,01:17:22:03,4.4657665824679995,0.7804753822771157,3.9001224574279902,0.5612746018827635,2.043340516471906,0.4127476081164721,-0.06803172551490802,0.8126425464991469,2.9695701948050983,0.11907607856778822,4.4657665824679995
421,"So what?  That is what I really don't get.  Callum's a chancer, and yeah, he'll  try it on with Stace, I know that, I mean I've even heard it  myself.  But throw a stone, Dad, and you'll hit a hundred blokes  out just there like him.",5253646087419594905,1141_5253646087419594905,01:03:51:03,01:04:03:12,4.423130891471993,-0.1769404458673033,0.34074443316961056,-0.2882664063521768,-0.10271235422109476,-0.1527830015734125,0.8294153507619342,0.0799208426202914,2.607562392177573,-0.060150185619085875,4.423130891471993
423,"That just made things worse,  Dad, can't you see that? I mean, you giving us  that money in the first place made Stace feel dirty. And giving Callum that cheque...  Well, that just made me  feel like a fool.",5253646087419594905,1469_5253646087419594905,01:23:11:09,01:23:22:15,0.8833542750285279,0.8043650571364794,4.414328053184438,1.013711777705813,0.36678292984131666,0.6752897539965372,0.5201724599931921,1.420006261972623,2.322139609960281,0.6508573094460324,4.414328053184438
424,Do you have to wind him up?  Me? He's the one that tried to rip me head off.,5245830105934359183,1564_5245830105934359183,01:24:18:00,01:24:21:01,0.12063109100056019,0.47465776512162394,-0.3771297619985708,0.7359635219024029,2.8213352424017297,0.2803303320552437,1.7713691399282827,4.377538427588515,0.8885113522103143,0.7673206489810357,4.377538427588515
435,And you know that for a fact?  She confessed!,5274434588125702436,1313_5274434588125702436,01:11:24:17,01:11:26:15,2.3642097318959663,1.2523663368077274,1.0763988897251728,0.40210051312748396,0.4126246398020278,4.281571299399828,2.3160041805733096,1.3959908144206556,2.2702523388397124,2.6329527255102976,4.281571299399828
442,"But I've got a lot going on  right now. If you hadn't noticed,  your mum is in prison.",5274434588125702436,1479_5274434588125702436,01:21:40:01,01:21:46:06,0.03600793075934558,-0.2717998447031608,4.201910180765369,0.8346889622591188,-0.17563492422794436,0.3176019169198795,-0.19589336056770476,-0.22071563032287067,0.4959508444216151,-0.363759670872839,4.201910180765369
443,So what do I do with it?  You hand it in.  What if they think it's mine?  Or it's been used in a murder?,5245830105934359183,1889_5245830105934359183,01:43:31:08,01:43:33:17,-0.5381247683182918,-0.3837912919690857,-0.3427250194565881,-0.46867379239747425,-0.2840387547340122,4.194317108880645,-0.3728426000578128,-0.13532648343144718,-0.46886335452640704,0.17653261117607955,4.194317108880645
459,"Yeah, yeah, I know. ",5274434588125702436,644_5274434588125702436,00:35:11:17,00:35:19:02,0.5273753967417991,1.5349738501426584,1.6110619071795085,1.5031006326776952,0.5684733669093639,4.0485506327535505,1.667839993624846,0.6502981247797933,0.7743684730349989,1.363872221170571,4.0485506327535505
460,"No, no, it's true, honestly, he did!  But men are rubbish, generally,  aren't they?",5258818087037440299,1692_5258818087037440299,01:26:12:03,01:26:19:16,0.8039071584582957,2.100198521818393,-0.28291203427198336,0.6432602244587208,-0.04350945333816577,0.9203808172856531,4.046070961354422,-0.2574020851293568,1.3820352020056104,-0.11482484950927448,4.046070961354422
